DISTRICT,STATION,TEMP,RH,WBGT,EHI,EHI_REGION,EHI_350 (shaded),REGION_350 (shaded),LOGGED_AT,LOGGED_AT (PST),EHI_350 (in shade),REGION_350 (in shade),Light Work Heat Stress Zone,,Hard Labor Heat Stress Zone,LOGGED_AT (IST),2025-05-03 08:27:28CENTRAL_DELHIPRAGATI_MAIDAN25.386.0,2025-05-03 08:27:28,CENTRAL_DELHI,PRAGATI_MAIDAN,25.3,86.0,27.4Zone 4,27.4,Zone 4,57.3Zone 5,57.3,Zone 5,2025-05-03 08:31:46CENTRAL_DELHIPRAGATI_MAIDAN25.386.0,2025-05-03 08:31:46
,,,,,,,,,,,,,,,,,2025-05-03 08:27:28DELHIKV_NARAYNA24.690.0,2025-05-03 08:27:28,DELHI,KV_NARAYNA,24.6,90.0,26.5Zone 4,26.5,Zone 4,56.1Zone 5,56.1,Zone 5,,
,,,,,,,,,,,,,,,,,2025-05-03 08:27:28,DELHI,KV_NARAYNA,24.6,90.0,,,,,,,,,
,,,,,,,,,,,,,,,,,26.5,Zone 4,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,56.1,Zone 5,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,2025-05-03 08:27:28DELHIPHARMA_SCIENCE_AND_RESEARCH_UN26.587.0,2025-05-03 08:27:28,DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,26.5,87.0,29.7Zone 4,29.7,Zone 4,60.8Zone 5,60.8,Zone 5,,
,,,,,,,,,,,,,,,,,2025-05-03 08:27:28,DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,26.5,87.0,,,,,,,,,
,,,,,,,,,,,,,,,,,29.7,Zone 4,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60.8,Zone 5,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,2025-05-03 08:27:28EAST_DELHISALWAN_PUBLIC_SCHOOL25.299.0,2025-05-03 08:27:28,EAST_DELHI,SALWAN_PUBLIC_SCHOOL,25.2,99.0,28.3Zone 4,28.3,Zone 4,61.1Zone 5,61.1,Zone 5,,
,,,,,,,,,,,,,,,,,2025-05-03 08:27:28,EAST_DELHI,SALWAN_PUBLIC_SCHOOL,25.2,99.0,,,,,,,,,
,,,,,,,,,,,,,,,,,28.3,Zone 4,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61.1,Zone 5,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,2025-05-03 08:27:28GAZIABADKV2_AIRFORCE_HINDON25.887.0,2025-05-03 08:27:28,GAZIABAD,KV2_AIRFORCE_HINDON,25.8,87.0,28.3Zone 4,28.3,Zone 4,59.6Zone 5,59.6,Zone 5,,
,,,,,,,,,,,,,,,,,2025-05-03 08:27:28,GAZIABAD,KV2_AIRFORCE_HINDON,25.8,87.0,,,,,,,,,
,,,,,,,,,,,,,,,,,28.3,Zone 4,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,59.6,Zone 5,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,2025-05-03 08:27:28GAZIABADKV_KAMALA_NEHRU_NAGAR25.487.0,2025-05-03 08:27:28,GAZIABAD,KV_KAMALA_NEHRU_NAGAR,25.4,87.0,27.6Zone 4,27.6,Zone 4,58.7Zone 5,58.7,Zone 5,,
,,,,,,,,,,,,,,,,,2025-05-03 08:27:28,GAZIABAD,KV_KAMALA_NEHRU_NAGAR,25.4,87.0,,,,,,,,,
,,,,,,,,,,,,,,,,,27.6,Zone 4,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58.7,Zone 5,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,2025-05-03 08:27:28NEW_DELHILODI ROAD25.381.0,2025-05-03 08:27:28,NEW_DELHI,LODI ROAD,25.3,81.0,27.0Zone 4,27.0,Zone 4,53.1Zone 5,53.1,Zone 5,,
,,,,,,,,,,,,,,,,,2025-05-03 08:27:28,NEW_DELHI,LODI ROAD,25.3,81.0,,,,,,,,,
,,,,,,,,,,,,,,,,,27.0,Zone 4,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,53.1,Zone 5,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,2025-05-03 08:27:28NEW_DELHISPORTS_COMPLEX26.997.0,2025-05-03 08:27:28,NEW_DELHI,SPORTS_COMPLEX,26.9,97.0,31.9Zone 4,31.9,Zone 4,63.7Zone 5,63.7,Zone 5,,
,,,,,,,,,,,,,,,,,2025-05-03 08:27:28,NEW_DELHI,SPORTS_COMPLEX,26.9,97.0,,,,,,,,,
,,,,,,,,,,,,,,,,,31.9,Zone 4,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,63.7,Zone 5,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,2025-05-03 08:27:28NORTH_DELHIDELHI_UNIVERSITY25.881.0,2025-05-03 08:27:28,NORTH_DELHI,DELHI_UNIVERSITY,25.8,81.0,27.8Zone 4,27.8,Zone 4,56.2Zone 5,56.2,Zone 5,,
,,,,,,,,,,,,,,,,,2025-05-03 08:27:28,NORTH_DELHI,DELHI_UNIVERSITY,25.8,81.0,,,,,,,,,
,,,,,,,,,,,,,,,,,27.8,Zone 4,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,56.2,Zone 5,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,2025-05-03 08:27:28NORTH_WEST_DELHIMUNGESHPUR25.782.0,2025-05-03 08:27:28,NORTH_WEST_DELHI,MUNGESHPUR,25.7,82.0,27.8Zone 4,27.8,Zone 4,56.5Zone 5,56.5,Zone 5,,
,,,,,,,,,,,,,,,,,2025-05-03 08:27:28,NORTH_WEST_DELHI,MUNGESHPUR,25.7,82.0,,,,,,,,,
,,,,,,,,,,,,,,,,,27.8,Zone 4,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,56.5,Zone 5,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,2025-05-03 08:27:28NORTH_WEST_DELHIPITAMPURA27.090.0,2025-05-03 08:27:28,NORTH_WEST_DELHI,PITAMPURA,27.0,90.0,31.1Zone 4,31.1,Zone 4,62.3Zone 5,62.3,Zone 5,,
,,,,,,,,,,,,,,,,,2025-05-03 08:27:28,NORTH_WEST_DELHI,PITAMPURA,27.0,90.0,,,,,,,,,
,,,,,,,,,,,,,,,,,31.1,Zone 4,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,62.3,Zone 5,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,2025-05-03 08:27:28SOUTH_WEST_DELHINAJAFGARH25.4100.0,2025-05-03 08:27:28,SOUTH_WEST_DELHI,NAJAFGARH,25.4,100.0,28.8Zone 4,28.8,Zone 4,61.7Zone 5,61.7,Zone 5,,
,,,,,,,,,,,,,,,,,2025-05-03 08:27:28,SOUTH_WEST_DELHI,NAJAFGARH,25.4,100.0,,,,,,,,,
,,,,,,,,,,,,,,,,,28.8,Zone 4,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61.7,Zone 5,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,PRAGATI_MAIDAN,25.3,86.0,,,,,,,,2025-05-03 08:31:46,CENTRAL_DELHI
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.4,Zone 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.3,Zone 5
,,,,,,,,,,,,,,,,,,,CENTRAL_DELHI,PUSA_AMFU,24.8,97.0,27.3Zone 4,27.3,Zone 4,60.0Zone 5,60.0,Zone 5,2025-05-03 08:31:46CENTRAL_DELHIPUSA_AMFU24.897.0,2025-05-03 08:31:46
,,,,,,,,,,,,,,,,,,,PUSA_AMFU,24.8,97.0,,,,,,,,2025-05-03 08:31:46,CENTRAL_DELHI
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.3,Zone 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,Zone 5
,,,,,,,,,,,,,,,,,,,DELHI,IGNOU,25.3,87.0,27.5Zone 4,27.5,Zone 4,58.1Zone 5,58.1,Zone 5,2025-05-03 08:31:46DELHIIGNOU25.387.0,2025-05-03 08:31:46
,,,,,,,,,,,,,,,,,,,IGNOU,25.3,87.0,,,,,,,,2025-05-03 08:31:46,DELHI
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5,Zone 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.1,Zone 5
,,,,,,,,,,,,,,,,,,,DELHI,KVK_CRPF_CAMPUS,25.0,84.0,26.8Zone 4,26.8,Zone 4,53.7Zone 5,53.7,Zone 5,2025-05-03 08:31:46DELHIKVK_CRPF_CAMPUS25.084.0,2025-05-03 08:31:46
,,,,,,,,,,,,,,,,,,,KVK_CRPF_CAMPUS,25.0,84.0,,,,,,,,2025-05-03 08:31:46,DELHI
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.8,Zone 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.7,Zone 5
,,,,,,,,,,,,,,,,,,,DELHI,KV_JANAKPURI,25.2,88.0,27.4Zone 4,27.4,Zone 4,58.2Zone 5,58.2,Zone 5,2025-05-03 08:31:46DELHIKV_JANAKPURI25.288.0,2025-05-03 08:31:46
,,,,,,,,,,,,,,,,,,,KV_JANAKPURI,25.2,88.0,,,,,,,,2025-05-03 08:31:46,DELHI
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.4,Zone 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.2,Zone 5
,,,,,,,,,,,,,,,,,,,DELHI,KV_NARAYNA,24.6,90.0,26.5Zone 4,26.5,Zone 4,56.1Zone 5,56.1,Zone 5,2025-05-03 08:31:46DELHIKV_NARAYNA24.690.0,2025-05-03 08:31:46
,,,,,,,,,,,,,,,,,,,KV_NARAYNA,24.6,90.0,,,,,,,,2025-05-03 08:31:46,DELHI
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.5,Zone 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.1,Zone 5
,,,,,,,,,,,,,,,,,,,DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,26.5,87.0,29.7Zone 4,29.7,Zone 4,60.8Zone 5,60.8,Zone 5,2025-05-03 08:31:46DELHIPHARMA_SCIENCE_AND_RESEARCH_UN26.587.0,2025-05-03 08:31:46
,,,,,,,,,,,,,,,,,,,PHARMA_SCIENCE_AND_RESEARCH_UN,26.5,87.0,,,,,,,,2025-05-03 08:31:46,DELHI
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.7,Zone 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.8,Zone 5
,,,,,,,,,,,,,,,,,,,EAST_DELHI,SALWAN_PUBLIC_SCHOOL,25.2,99.0,28.3Zone 4,28.3,Zone 4,61.1Zone 5,61.1,Zone 5,2025-05-03 08:31:46EAST_DELHISALWAN_PUBLIC_SCHOOL25.299.0,2025-05-03 08:31:46
,,,,,,,,,,,,,,,,,,,SALWAN_PUBLIC_SCHOOL,25.2,99.0,,,,,,,,2025-05-03 08:31:46,EAST_DELHI
